,date,dcoilwtico
949,22/08/2016,46.79999924
950,23/08/2016,47.54000092
951,24/08/2016,46.29000092
952,25/08/2016,46.97000122
953,26/08/2016,47.63999939
954,29/08/2016,46.97000122
955,30/08/2016,46.31999969
956,31/08/2016,44.68000031
957,01/09/2016,43.16999817
958,02/09/2016,44.38999939
959,05/09/2016,
960,06/09/2016,44.84999847
961,07/09/2016,45.47000122
962,08/09/2016,47.63000107
963,09/09/2016,45.88000107
964,12/09/2016,46.27999878
965,13/09/2016,44.90999985
966,14/09/2016,43.61999893
967,15/09/2016,43.84999847
968,16/09/2016,43.04000092
969,19/09/2016,43.34000015
970,20/09/2016,43.84999847
971,21/09/2016,45.33000183
972,22/09/2016,46.09999847
973,23/09/2016,44.36000061
974,26/09/2016,45.59999847
975,27/09/2016,44.65000153
976,28/09/2016,47.06999969
977,29/09/2016,47.72000122
978,30/09/2016,47.72000122
979,03/10/2016,48.79999924
980,04/10/2016,48.66999817
981,05/10/2016,49.75
982,06/10/2016,50.43999863
983,07/10/2016,49.75999832
984,10/10/2016,49.75999832
985,11/10/2016,50.72000122
986,12/10/2016,50.13999939
987,13/10/2016,50.47000122
988,14/10/2016,50.34999847
989,17/10/2016,49.97000122
990,18/10/2016,50.29999924
991,19/10/2016,51.59000015
992,20/10/2016,50.31000137
993,21/10/2016,50.61000061
994,24/10/2016,50.18000031
995,25/10/2016,49.45000076
996,26/10/2016,48.75
997,27/10/2016,49.70999908
998,28/10/2016,48.72000122
999,31/10/2016,46.83000183
1000,01/11/2016,46.65999985
1001,02/11/2016,45.31999969
1002,03/11/2016,44.65999985
1003,04/11/2016,44.06999969
1004,07/11/2016,44.88000107
1005,08/11/2016,44.95999908
1006,09/11/2016,45.20000076
1007,10/11/2016,44.61999893
1008,11/11/2016,43.38999939
1009,14/11/2016,43.29000092
1010,15/11/2016,45.86000061
1011,16/11/2016,45.56000137
1012,17/11/2016,45.36999893
1013,18/11/2016,45.68999863
1014,21/11/2016,47.47999954
1015,22/11/2016,48.06999969
1016,23/11/2016,46.72000122
1017,24/11/2016,
1018,25/11/2016,46.72000122
1019,28/11/2016,45.65999985
1020,29/11/2016,45.29000092
1021,30/11/2016,49.40999985
1022,01/12/2016,51.08000183
1023,02/12/2016,51.70000076
1024,05/12/2016,51.72000122
1025,06/12/2016,50.95000076
1026,07/12/2016,49.84999847
1027,08/12/2016,50.84000015
1028,09/12/2016,51.50999832
1029,12/12/2016,52.74000168
1030,13/12/2016,52.99000168
1031,14/12/2016,51.00999832
1032,15/12/2016,50.90000153
1033,16/12/2016,51.93000031
1034,19/12/2016,52.13000107
1035,20/12/2016,52.22000122
1036,21/12/2016,51.43999863
1037,22/12/2016,51.97999954
1038,23/12/2016,52.00999832
1039,26/12/2016,
1040,27/12/2016,52.81999969
1041,28/12/2016,54.00999832
1042,29/12/2016,53.79999924
1043,30/12/2016,53.75
1044,02/01/2017,
1045,03/01/2017,52.36000061
1046,04/01/2017,53.25999832
1047,05/01/2017,53.77000046
1048,06/01/2017,53.97999954
1049,09/01/2017,51.95000076
1050,10/01/2017,50.81999969
1051,11/01/2017,52.18999863
1052,12/01/2017,53.00999832
1053,13/01/2017,52.36000061
1054,16/01/2017,
1055,17/01/2017,52.45000076
1056,18/01/2017,51.11999893
1057,19/01/2017,51.38999939
1058,20/01/2017,52.33000183
1059,23/01/2017,52.77000046
1060,24/01/2017,52.38000107
1061,25/01/2017,52.13999939
1062,26/01/2017,53.24000168
1063,27/01/2017,53.18000031
1064,30/01/2017,52.63000107
1065,31/01/2017,52.75
1066,01/02/2017,53.90000153
1067,02/02/2017,53.54999924
1068,03/02/2017,53.81000137
1069,06/02/2017,53.00999832
1070,07/02/2017,52.18999863
1071,08/02/2017,52.36999893
1072,09/02/2017,52.99000168
1073,10/02/2017,53.84000015
1074,13/02/2017,52.95999908
1075,14/02/2017,53.20999908
1076,15/02/2017,53.11000061
1077,16/02/2017,53.40999985
1078,17/02/2017,53.40999985
1079,20/02/2017,
1080,21/02/2017,54.02000046
1081,22/02/2017,53.61000061
1082,23/02/2017,54.47999954
1083,24/02/2017,53.99000168
1084,27/02/2017,54.04000092
1085,28/02/2017,54
1086,01/03/2017,53.81999969
1087,02/03/2017,52.63000107
1088,03/03/2017,53.33000183
1089,06/03/2017,53.18999863
1090,07/03/2017,52.68000031
1091,08/03/2017,49.83000183
1092,09/03/2017,48.75
1093,10/03/2017,48.04999924
1094,13/03/2017,47.95000076
1095,14/03/2017,47.24000168
1096,15/03/2017,48.34000015
1097,16/03/2017,48.29999924
1098,17/03/2017,48.34000015
1099,20/03/2017,47.79000092
1100,21/03/2017,47.02000046
1101,22/03/2017,47.29000092
1102,23/03/2017,47
1103,24/03/2017,47.29999924
1104,27/03/2017,47.02000046
1105,28/03/2017,48.36000061
1106,29/03/2017,49.47000122
1107,30/03/2017,50.29999924
1108,31/03/2017,50.54000092
1109,03/04/2017,50.25
1110,04/04/2017,50.99000168
1111,05/04/2017,51.13999939
1112,06/04/2017,51.68999863
1113,07/04/2017,52.25
1114,10/04/2017,53.06000137
1115,11/04/2017,53.38000107
1116,12/04/2017,53.11999893
1117,13/04/2017,53.18999863
1118,14/04/2017,
1119,17/04/2017,52.61999893
1120,18/04/2017,52.45999908
1121,19/04/2017,50.49000168
1122,20/04/2017,50.25999832
1123,21/04/2017,49.63999939
1124,24/04/2017,48.90000153
1125,25/04/2017,49.22000122
1126,26/04/2017,49.22000122
1127,27/04/2017,48.95999908
1128,28/04/2017,49.31000137
1129,01/05/2017,48.83000183
1130,02/05/2017,47.65000153
1131,03/05/2017,47.79000092
1132,04/05/2017,45.54999924
1133,05/05/2017,46.22999954
1134,08/05/2017,46.45999908
1135,09/05/2017,45.84000015
1136,10/05/2017,47.27999878
1137,11/05/2017,47.81000137
1138,12/05/2017,47.83000183
1139,15/05/2017,48.86000061
1140,16/05/2017,48.63999939
1141,17/05/2017,49.04000092
1142,18/05/2017,49.36000061
1143,19/05/2017,50.31999969
1144,22/05/2017,50.81000137
1145,23/05/2017,51.11999893
1146,24/05/2017,50.99000168
1147,25/05/2017,48.56999969
1148,26/05/2017,49.58000183
1149,29/05/2017,
1150,30/05/2017,49.63000107
1151,31/05/2017,48.29000092
1152,01/06/2017,48.31999969
1153,02/06/2017,47.68000031
1154,05/06/2017,47.40000153
1155,06/06/2017,48.13000107
1156,07/06/2017,45.79999924
1157,08/06/2017,45.68000031
1158,09/06/2017,45.81999969
1159,12/06/2017,46.09999847
1160,13/06/2017,46.40999985
1161,14/06/2017,44.79000092
1162,15/06/2017,44.47000122
1163,16/06/2017,44.72999954
1164,19/06/2017,44.24000168
1165,20/06/2017,43.34000015
1166,21/06/2017,42.47999954
1167,22/06/2017,42.52999878
1168,23/06/2017,42.86000061
1169,26/06/2017,43.24000168
1170,27/06/2017,44.25
1171,28/06/2017,44.74000168
1172,29/06/2017,44.88000107
1173,30/06/2017,46.02000046
1174,03/07/2017,
1175,04/07/2017,
1176,05/07/2017,45.11000061
1177,06/07/2017,45.52000046
1178,07/07/2017,44.25
1179,10/07/2017,44.40000153
1180,11/07/2017,45.06000137
1181,12/07/2017,45.47999954
1182,13/07/2017,46.06000137
1183,14/07/2017,46.52999878
1184,17/07/2017,46.02000046
1185,18/07/2017,46.40000153
1186,19/07/2017,47.09999847
1187,20/07/2017,46.72999954
1188,21/07/2017,45.77999878
1189,24/07/2017,46.20999908
1190,25/07/2017,47.77000046
1191,26/07/2017,48.58000183
1192,27/07/2017,49.04999924
1193,28/07/2017,49.72000122
1194,31/07/2017,50.20999908
1195,01/08/2017,49.18999863
1196,02/08/2017,49.59999847
1197,03/08/2017,49.02999878
1198,04/08/2017,49.56999969
1199,07/08/2017,49.36999893
1200,08/08/2017,49.06999969
1201,09/08/2017,49.59000015
1202,10/08/2017,48.54000092
1203,11/08/2017,48.81000137
1204,14/08/2017,47.59000015
1205,15/08/2017,47.56999969
1206,16/08/2017,46.79999924
1207,17/08/2017,47.06999969
1208,18/08/2017,48.59000015
1209,21/08/2017,47.38999939
1210,22/08/2017,47.65000153
1211,23/08/2017,48.45000076
1212,24/08/2017,47.24000168
1213,25/08/2017,47.65000153
1214,28/08/2017,46.40000153
1215,29/08/2017,46.45999908
1216,30/08/2017,45.95999908
1217,31/08/2017,47.25999832
